Date,Title,Upvote,Upvote Ratio
2021-02-28 09:47:40,Is the TESLA #TSLA Hype over or we are heading to new Highs soon?,89,0.82
2021-02-06 21:25:52,"Thank you WSB, 28 and debt free. TSLA 5k -> 19k , GME 19k -> 97k, what’s next :)",1013,0.83
2021-03-04 11:18:19,$TSLA - IM BUYING THE DIP 🚀🚀🚀🚀Demand For Tesla Model 3 In Japan Skyrockets With New Reduced Prices,177,0.82
2021-03-03 09:04:22,"If TSLA is the most shorted stock in the world, why not help out Elon?",78,0.68
2020-12-21 07:54:15,Fresh technical analysis on TSLA from our favorite meme stock analyst,31115,0.95
2021-03-06 14:52:36,$GOEV - The Bull CASE of Canoo INC. AKA $GOEV AKA TommorowCar AKA D!KLSS TSLA (The Naked Shorting Catalyst Edition),105,0.87
2021-01-11 05:44:28,TSLA 🚀🚀🚀🚀 PAPA MUSK RICHEST MAN IN THE WORLD,11740,0.93
2021-02-09 15:38:06,"My fear and lack of self trust attributed to me missing out on the TSLA, CRSP, UAV, and GME booms. Don't be like me; find your passion, do your due diligence, and ride it to the moon.🚀🚀📈🚀📈🚀⭐",722,0.9
2020-12-18 05:45:18,HAPPY TSLA BACHELOR PARTY DAY!,16642,0.87
2021-02-16 23:02:51,TSLA YOLO LOSS PORN HOLDING STRONG i refuse to secure this loss,190,0.95
2021-02-23 19:05:55,"Barclays Capital did the math. If we make 7 more TSLA memes than we did the previous day, over and over again every day, we can achieve infinite money printing status.",948,0.97
2021-02-17 09:17:40,Am I the first person to go bankrupt on $TSLA?,246,0.93
2021-03-02 09:19:36,TSLA mammoth DD - 🚀 🚀 🚀,77,0.78
2021-02-13 16:41:07,why TSLA is actually STILL undervalued at these levels.,199,0.66
2021-03-03 19:43:40,"Just a $110k loss in less than a month due to NVDA and TSLA put credit spreads, just keep scrolling",149,0.91
2021-01-06 08:50:20,Thanks TSLA for 1092% gains in 2020!,2043,0.98
2021-01-13 20:12:14,TSLA CAN SENSE A DEAD MAN WALKING. TSLA TO 1000 EOW 🚀🚀,4882,0.98
2021-01-09 07:13:42,TSLA to the fucking moon,7132,0.99
2021-02-22 07:45:09,Time to start listening to papa 🌈🐻 burry. $TSLA $360p 9/17,83,0.75
2021-01-09 13:56:31,"It's gonna suck paying Uncle Sam in April! 2020 Gains: 250K from QQQ calls, 250K from SPY calls/puts, 500K from TSLA calls",1932,0.98
2021-01-09 17:08:03,"+4M tsla, nio, amd calls, never selling.",1553,0.98
2021-01-15 01:42:59,"Alex Karp says Buy the Dip !!! PLTR MOON SOON !! , while GME BBBY BB AND TSLA celebrate. WSB visualised.",3285,0.98
2021-01-07 10:06:53,EVERYONE SHUT UP ABOUT TSLA AND PLUG GAINS,3392,0.99
2020-12-16 01:10:26,"TSLA + PLTR literally going to MOOON, do not miss out !!!",10792,0.95
2021-01-07 12:23:21,So what you're saying is... $TSLA 1000c?,1527,0.97
2021-03-04 16:50:00,TSLA Options - profit from the dip?,26,0.78
2021-03-04 18:24:53,"Ok, so which one of you retards set a new high for TSLA in after-hours?",189,0.93
2021-03-06 02:21:07,"Cathie's most bought / sold stocks this week (as % of ETF). Top buys: ZM, TSLA, TDOC. Top sells: TSM, PYPL, FB. (PLTR 11th most bought stock this week!)",72,0.87
2021-02-13 13:04:25,TSLA is the only EV company outside of China that’s selling cars rn—Volkswagen is faking its numbers. ID3 “deliveries” have been spammed ad infinitum by the bears recently as the “arrival of the competition”. TSLA EV market share projections underestimated,50,0.61
2021-03-05 07:43:07,Is this level of retar possible for TSLA...,59,0.91
2021-03-06 20:28:06,"Sooo, my TSLA $550 puts I bought with Michael Burry expired worthless. should of gotten a few more months of expiration:( 10k to 25k to 0....",56,0.87
2021-02-24 13:00:34,A 🌈🐻 perspective on $TSLA,92,0.73
2021-01-08 14:30:23,TSLA went up another 0.25 Toyotas today. TSLA's daily movements can now be visualized as number of Toyota market caps.,2088,0.99
2021-02-07 22:14:19,"$TSLA $4TR/yr TAM. $800b total value is gonna double. PT $1,000",316,0.91
2021-03-04 03:41:42,$TSLA - Overbought and will stabilise at $400...,22,0.65
2021-01-31 20:57:38,$TSLA hates shorts DD,178,0.68
2021-01-17 17:23:43,MLK Weekend When You're in the PLTR and TSLA Gang,1967,0.98
2021-02-07 08:43:47,BlackRock bought 50 million TSLA shares. Papa Musk fuelling up the rocket as everyone is bag holding GME.,328,0.76
2021-03-04 15:37:31,TSLA And GME 💎 🙌,26,0.76
2021-01-09 14:39:26,TSLA and NIO to the moon boys 🚀🚀,2010,0.97
2021-02-24 05:12:02,Should I sell $TSLA after yesterday's crash?,32,0.72
2021-01-29 16:27:48,Decided to yolo TSLA & AMD earnings. I’m always quick to post gain so here’s a loss!,414,0.97
2021-02-20 13:35:27,Am I doing it right? Doubled my TSLA position and then YOLO’d into GME,335,0.94
2021-02-17 21:30:53,"Sentiment Analysis Shows a Big Uptick in Positive PLTR Sentiment & Incoming Increase in Stock Price. For Comparison, TSLA, GME, GOOG, AAPL are Neutral Indicating Stock Will Not Move Much. FB Has a Negative Sentiment Indicating Stock Will Decline",71,0.85
2021-01-11 16:43:50,"$KMI - 2021's logistic play on commodities - Natural Gas, Crude Oil, Coking Coal and STEEL - $MT, $NUE, $SCHN, $CLF, $X, $VALE, $F & $TSLA and the list goes on. . .",401,0.98
2021-02-03 12:49:44,SOLD MY TSLA AND PUT IT INTO GME. 🚀🚀🚀🚀✋🏻🤚🏻💎💎💎💎💎💍DIAMONDS ARE A GIRLS BEST FRIEND.,603,0.95
2021-03-05 16:35:41,"Total TSLA gain, short since $790. Forgive me, Papa Elon.",104,0.91
2021-02-22 14:21:34,Let me tell you a story about how TSLA made me an official retard,67,0.84
2021-02-19 15:59:08,TSLA gains.. Bought at $220 and $675 pre-split 👏💎👏,320,0.92
2021-02-24 12:14:51,$TSLA Gang HODL till Valhalla,262,0.93
2021-03-06 18:11:43,TSLA YOLO - About $275k in shares and options,80,0.88
2021-03-04 16:47:16,Tech stocks being in a bubble is a lie. Don't let TSLA and AAPL fool you,4,0.52
2021-01-12 07:07:55,"[UPDATE] Yolo'ed 80%of my life savings in a TSLA sort position. The bubble must pop, you retards. 🌈🐻☄️☄️☄️☄️",910,0.89
2021-02-17 11:46:52,$TSLA Price Update from ARK Eminent 💎 🙌 $TSLA 💎 🙌,67,0.86
2021-03-02 20:31:03,Let’s go $TSLA 🚀🚀🚀🚀👨‍🚀💎🙌🏽🪐,65,0.81
2021-01-22 07:03:20,Sold all my TSLA for PLTR 🚀🚀🚀🚀,634,0.96
2021-02-11 10:30:29,[TSLA] Pelosi leaps playbook,78,0.8
2021-03-04 12:01:34,I can race you to the bottom (update) bought more TSLA,51,0.88
2021-01-02 11:02:24,$TSLA gang **heavy sigh of relief**. Don’t want to get Jack Ma’d,697,0.96
2020-12-18 11:10:40,I accept the consequences of my actions. TSLA to the floor.,3158,0.97
2021-02-23 08:04:29,Case for TSLA 2030,37,0.76
2021-02-22 16:36:14,TSLA gain porn,46,0.83
2021-01-08 01:16:12,Michael Burry still shorting TSLA,471,0.98
2021-01-17 18:28:30,"Went full retard on TSLA ($870 1/22, bought when it was $855 a week ago)",408,0.97
2021-01-09 13:36:32,"$TSLA, maybe it’s time to quit my day job. Papa Musk, the messiah, genesis 6-9",863,0.97
2021-02-23 15:37:45,Didn't want to take the loss on what was suppose to be a day trade yesterday so just hodled 60k of tsla put premium to the next day. What could go wrong?,57,0.9
2021-01-05 20:39:48,I haven’t watched porn in nearly 6 months thanks to TSLA,2211,0.94
2021-02-23 07:38:32,Early morning TSLA Tendies:),70,0.89
2020-12-07 12:18:53,Sold all my TSLA shares! We made it guys.,7188,0.98
2021-01-23 14:10:16,Pelosi loads up on TSLA Options,317,0.94
2020-11-16 14:17:46,TSLA SET TO JOIN S&P 500. Congrats you degenerates.,5171,0.98
2021-01-07 11:39:30,"TSLA I love you. Yes I know, only stock. But whatever :P",868,0.97
2021-01-09 17:10:06,TSLA is bound to go down soon - Discussion,151,0.74
2021-03-03 12:48:26,TSLA YOLO (MAXED MARGIN),26,0.8
2020-12-22 13:15:35,Me getting 2% in TSLA today while GME gets 25%,4322,0.99
2021-01-25 17:29:02,TSLA will beat earnings AND have a reveal on Wednesday,147,0.88
2021-02-23 12:51:35,$TSLA 🌈🐻 YOLO - 420p 9/17,28,0.79
2021-01-31 14:09:26,Hedging TSLA with GME. Who cares if SS crashes the market? (I just like both stocks),171,0.95
2021-03-04 04:32:10,TSLA where is the moon?,16,0.7
2020-12-13 23:35:09,Imagine throwing your life savings on a company run by a guy that posts shit like this. $TSLA $700 12/18,1090,0.97
2020-11-21 11:29:59,"NEVER PULL OUT UR PEPE: TSLA, DOCU, PTON",5619,0.99
2021-01-29 08:25:36,Connecting GME Citadel TSLA,235,0.91
2021-02-01 10:11:54,66 more GME shares today. 99% of my entire Roth account is GME. It all started with 9k worth of TSLA in Feb 2017. 🚀🚀💎👐,309,0.99
2021-03-04 17:08:41,Had a good day today long GME hedged with puts on ARKK/TSLA,23,0.8
2021-01-05 13:17:46,"Lost another 5k today, still all in 11k on TSLA 1/8 otm put spreads",109,0.9
2021-02-16 07:59:47,Weekly Stock Market News | TLRY / PLTR / TSLA / DIS / AAPL / GM & other Stock Market News [02-16],89,0.87
2020-12-15 09:21:30,Broke grad student who put every spare cent into $TSLA in my IRA from 2019-20.,3787,0.98
2021-01-04 08:34:12,"My first option contract ever - tsla only goes up, right?",617,0.95
2021-02-02 20:47:44,TSLA Gains 💎🙌,159,0.82
2021-01-12 14:34:55,MT is trying to get a deal with the new TSLA Gigafactory in Berlin. MT+TSLA=🚀🚀🚀 (German source),262,0.97
2021-02-16 10:43:54,Mother Nature Advertises for TSLA,44,0.79
2020-11-11 11:16:52,Yes Grandpa dump those bonds and buy TSLA calls,19186,0.99
2020-12-18 14:42:59,"After waiting 1 year, today my TSLA shorts paid off big time.",1552,0.95
2021-01-09 09:25:30,Gasp! TSLA is NOT bigger than top 10 autos by Enterprise Value. Sa-weeet! More room to grow! Video made by u/Radiatin,375,0.9
2020-12-04 06:47:33,This is who buys TSLA at $500+ billion: r/investing user predicts TSLA profit will be larger than Canada's GDP,1042,0.97
2021-02-22 16:44:24,"TSLA and TLRY really hurt me for the past few days!! AMC saved me a little today!!! AMC, BB, TSLA, TLRY to the moon!!🚀🚀🚀🚀🚀",73,0.8
2021-01-14 19:36:45,TODAY TSLA quietly launched its own solar power inverter. ENPH & SEDG's 3 year DUOPOLY ENDs. DD,153,0.93
2020-12-01 21:56:48,Michael Burry shorting the shit outta TSLA and making it public on twitter. Grab the 🍿 and make your bets,960,0.97
2020-11-16 15:21:18,"$TSLA, Lord of S&P500",9853,0.98
2020-12-22 07:36:18,The fire 🔥 breathing Bollinger 📉 dragon 🐉😱 is speaking 🗣️ to us and we should take head 📝📝 $TSLA 🚀💥,1710,0.98
2021-02-02 10:45:30,Dr. Burry calls out possible TSLA insider trading and gamma squeeze manipulation,95,0.88
2021-01-06 11:25:35,Thanks Elon! TSLA holder since May 2019,853,0.98
2021-02-24 14:38:32,"10k to 40k in 3 days, TSLA puts/calls and SPY puts/calls",56,0.9
2020-12-14 17:36:12,$TSLA rally after market on this news,2752,0.98
2021-02-24 05:52:24,First post: TSLA 🚀🚀🚀,19,0.75
2020-12-04 04:53:59,"12/4 Possibilities and Plays: PLTR, AMD, TSLA, NIO, SPY, and or WSB will be in Heaven",859,0.95
2021-02-02 20:13:01,$TSLA 6K GAIN FROM OVERNIGHT SWING,115,0.89
2020-12-31 09:24:45,🏳️‍🌈🐻 have been warning us for months. But $TSLA doesn't give a fuck 🚀🚀🚀,662,0.98
2021-02-25 09:32:54,Some basic TSLA Tech Analysis for you Smooth-Brained Apes,15,0.7
2021-02-02 10:08:20,I eat crayons and sell TSLA. your Viking brethren are with you 🇳🇴,193,0.97
2020-12-09 13:37:03,"$TSLA: Fist on Chest, NO FEAR",1637,0.97
2020-12-22 13:02:34,NO BID ON 1/10 OFF CURRENT VALUTION —WE FOUND ANOTHER TSLA 🌈🐻 —GOOD LUCK WITH ICARS 🤡🤡,635,0.97
2021-02-23 13:43:52,TSLA/ARKK can bring the whole house down unless WS does this,0,0.48
2021-01-08 01:05:06,Life of a TSLA Bear !!! TSLA to MARS !!!,450,0.93
2020-12-07 10:37:46,"Thanks to EV hype, kids will have some food this winter. (TSLA, NIO)",2999,0.98
2021-01-06 09:40:46,Me when anyone asks how my TSLA fds are doing,789,0.97
2021-01-02 01:36:02,10k on TSLA put spreads expiring 1/8,129,0.88
2021-03-05 14:10:36,"Tsla dips in march since i started trading 2019 ,2020,2021?",6,0.66
2021-03-02 15:57:43,Reopening trade: TSLA and ABNB,9,0.67
2020-12-22 09:53:15,$PLTR and $TSLA calls 😭,2253,0.98
2021-02-07 00:07:26,"Please enjoy my loss story, featuring TSLA, shorting, options, one too many Negroni’s and my perfectly smooth ape brain.",54,0.82
2020-11-28 11:48:23,Didn’t make any tendies off TSLA but made tendies on PLTR,2029,0.97
2020-12-18 14:33:06,Sold TSLA at $695 today,386,0.95
2021-01-06 22:27:55,$TSLA Bulls vs Bears: A WallStreetBets Story,667,0.98
2021-01-12 09:10:36,Papa Musk enters India finally. TSLA to the moon 🚀 🚀 🚀,221,0.94
2020-12-11 17:49:00,Weekend Motivation for all the Beaten and Battered TSLA Bagholders,1317,0.97
2021-01-02 15:46:12,"Aswath Damodaran is one of us, TSLA 🚀🚀🚀🚀🚀 confirmed",775,0.96
2020-11-25 23:03:48,"Let's make this a thing, tendies for all! Thanks TSLA!",3005,0.99
2021-02-01 16:47:38,"Not a YOLO, but I did sell my TSLA to add more fuel to the GME rocket. 💎👐 LET'S GO! I don't know what this week has in store for us, but I'm here 'till the end! 🚀🚀🚀🚀🚀",159,0.97
2020-12-19 16:45:34,"Story Time: $TSLA, SP500, 2020 Bubble & History",225,0.86
2021-01-09 16:34:42,Some TSLA loss porn among all you winners,130,0.95
2021-01-08 15:14:26,TRIGGER WARNING: Time to sell your TSLA you autists,90,0.73
2021-01-07 21:10:35,DD on Tesla ($TSLA). Bubble or Nah?,119,0.9
2021-01-11 12:38:47,TSLA bubble pop,206,0.87
2021-01-28 08:29:40,I am down 6.3k. A 66.6 percent loss. Not selling jack. I am seriously considering selling my TSLA AMZN stocks worth 155k to buy GME.,90,0.97
2021-02-23 19:02:08,"Alright boys, who’s making the next 7 TSLA memes?",52,0.8
2020-12-06 07:39:17,ACTUAL FOOTAGE OF WSB USERS DURING THE GREAT TSLA PUMP OF 2020,1874,0.98
2021-01-11 12:06:47,It can’t go Tits up right everyone? Please give me support $TSLA,76,0.88
2021-01-07 22:39:01,TSLA 6400% one more year to go 😎,329,0.97
2020-12-20 21:48:51,"1000% gains with $tsla, how to 10x this with calls please?",428,0.92
2021-01-12 18:28:09,Tesla (TSLA) is now one of the safest Vehicles in Existence,143,0.9
2021-01-25 18:14:37,$GME $AAPL $TSLA $BB POSITION IN COMMENTS,110,0.93
2020-12-24 19:30:25,TSLA is now bigger than BABA in market cap,206,0.94
2021-01-25 04:56:34,Stock Market News for Today | PLTR / GM / AAPL / TSLA / FB / MSFT & Other Stock Market News [01-25],113,0.97
2021-03-05 14:12:33,"I had a low of $26 on February 22nd and managed to turn it into $5000 in 2 weeks by playing X, SPY, F and TSLA. Still -73% all time",5,0.65
2021-02-06 12:22:01,Gme bb pltr - cashed out for 100 tsla,38,0.72
2021-01-11 14:14:57,Just a retard yoloing $tsla on the dip. No 🌈🐻,53,0.9
2020-12-30 16:03:20,"Shorted TSLA today, wrote naked calls and shorted 200 shares",56,0.86
2021-02-04 17:48:45,I lost 3500 on GME/AMC recouping my losses by buying puts on those two stocks and investing in real companies like AAPL TSLA SPCE and AMZN,19,0.64
2021-01-22 20:51:42,sold 50 TSLA shares for 1000 GME shares (and calls)...,185,0.95
2020-12-07 22:21:24,$TSLA is my ATM machine,696,0.98
2020-12-20 13:14:07,This is amazing. Just watch the CNBC host rip into Cathie Wood about TSLA and her ARK etfs,317,0.95
2021-01-14 23:26:13,Selling TSLA for $BB. How autistic am I?,105,0.94
2021-01-03 13:01:34,"Ten(die) Traits of the TENBAGGER ($PLTR, $RKT, $TSLA)",92,0.9
2021-01-21 15:16:12,$TSLA bear just checking in,43,0.8
2021-01-09 11:49:23,"Anything TSLA ,QQQJ,YOLO,ICLN related . buy",100,0.97
2021-01-11 07:17:46,$TSLA: 🌈🐻 Enters the Arena (Gladiator) (Sound On),288,0.95
2021-01-02 08:09:36,8k on $TSLA calls expiring 1/8,62,0.84
2021-01-06 13:52:37,$Tsla all in after the “dip”,50,0.93
2021-01-04 08:54:14,Smilin $TSLA Gang,448,0.94
2020-12-10 17:09:40,"Panic sold my TSLA $620c 12/24 to buy 4x TSLA $550p 12/18 on open today, lost $4,000. I’m such a fucking idiot. If I held my original position, I would have earned my losses back already. Fuck!",381,0.91
2021-01-04 17:04:07,"CRAYON MANIA! GME, TSLA, PLTR, AMD, CRM, NIO , ZM, and DIS or 4 dos who cant red or right!!!!!!!",88,0.91
2020-12-03 06:33:41,Ripped 12k at open with TSLA 12/4 570C,789,0.98
2020-12-19 17:43:51,"Karen takes a stab a shorting TSLA, FOMO's hard",318,0.96
2021-01-19 12:23:44,Big first day for the Tesla's $TSLA acronym $STLA Stellantis 🚀🚀🚀 . PS: I'M INNN,133,0.87
2021-01-09 18:18:03,TSLA Bears Over the Weekend,241,0.97
2021-01-04 13:14:55,"Lost 4k today, doubled down and have 13.6k on TSLA 1/8 puts/put spreads",30,0.78
2021-01-08 22:07:03,Me watching people pile into TSLA this week...,210,0.89
2020-12-20 00:34:51,Does anyone else like to get in and out of options on TSLA close to every minute? Or am I just a degenerate idiot that has no fucking idea what I am doing.,154,0.94
2021-01-10 07:56:19,"🖍️🖍️🖍️Crayon Mania🖍️🖍️🖍️_Week of 1/11_TSLA, GME, RKT, PLTR, CRM, AMD, NVDA, AAPL, SPY, NIO, and TSM or 4 dos dat kant red gooode 🚀🚀🚀👨‍🚀👨‍🚀👨‍🚀🚀🚀🚀",86,0.93
2021-01-08 17:45:11,TSLA makes money by selling shares it's literally printing money try doing a DCF on the federal reserve you gay bears,124,0.95
2021-01-19 07:09:27,$TSLA Prediction for End of 2021.,25,0.8
2021-01-22 20:42:56,$tsla,26,0.8
2020-12-18 14:29:56,"TSLA pre-close was already a roller coaster, but this moment was legendary",256,0.92
2020-12-09 14:26:46,TSLA puts thank you for all you autistics,365,0.94
2021-01-11 12:44:18,You guys are panicking about your paper gloves being on fire instead of buying Diamond hands to hold TSLA!,56,0.82
2021-01-09 20:03:52,$TSLA BUBBLE?!⛔ $TSLA TENDIES?! ✅,67,0.82
2020-12-03 04:44:46,Michael Burry After Seeing TSLA PT Upgrade,349,0.98
2021-01-20 17:20:49,TSLA til the end ‼️,34,0.85
2021-01-04 12:02:39,SPY might sag but TSLA never fails. Fuck the bears,191,0.97
2021-01-10 11:34:31,When Reasonable Insanity Gets Out of Hand - TSLA,40,0.72
2020-09-17 07:04:17,Wanna Play $TSLA but no Money? $VALE,2817,0.97
2021-01-13 20:53:00,Accurate prediction of TSLA,72,0.83
2020-12-18 13:02:59,$TSLA and the Triumph of WSB,585,0.96
2021-01-01 13:26:18,Don’t doubt TSLA or Papa Elon🚀🚀,343,0.95
2020-12-16 23:33:15,I think TSLA S&P500 is the ultimate trade,65,0.87
2020-11-14 15:39:37,"I believe I found the next TSLA. AES, a battery storage utilities company. 10bln revenue, 8000 employees.",499,0.87
2020-09-01 11:31:18,TSLA investors be like,26451,0.97
2021-01-21 03:30:33,"Tesla (TSLA) gets first $1,000 price target from top analyst on lead with autonomous vehicles - Electrek",50,0.9
2020-12-03 14:53:36,$TSLA: The FD,597,0.96
2021-01-12 07:14:22,TSLA YOLO update — Jan 12 2021,78,0.96
2021-01-01 05:33:45,The TSLA 2021 Trade Plan,79,0.89
2021-01-11 02:57:55,Tesla PT Raised to $900 from $500 at BofA. Street high. CS also doubled TSLA PT from 400 to 800,68,0.92
2020-12-11 19:46:37,Leaked Elon email. Too much demand. TSLA to the moon. 500k deliveries by end of year?,163,0.93
2021-01-19 04:50:05,"Stock Market News for Today | Stimulus Bill | TSLA, NKLA, GME & other Stock Market News [01-19]",64,0.83
2021-01-20 09:40:32,"TSLA 1000C, 1/29 - 15K Yolo [28 Contracts]",30,0.85
2021-01-13 16:31:02,"TSLA, brace for impact?",34,0.8
2021-01-13 13:22:13,$TSLA to the moon tmrw confirmed 🚀🚀🚀,74,0.93
2021-01-18 18:17:14,TSLA Bears,82,0.9
2020-12-10 18:04:50,Bought TSLA on every bad day in March,602,0.98
2021-01-04 13:08:37,TSLA making bears an endangered species 🌈🐻,349,0.99
2021-02-02 12:15:53,Elon Musk trying to distract retail from Silver with recent tweets - $TSLA $SLV connection,0,0.41
2021-01-03 13:27:20,$PLTR is going to have a great week (proof FT. $TSLA),67,0.78
2021-01-14 18:44:18,Michael Burry on TSLA collapse,20,0.77
2021-01-22 21:22:26,TSLA Earnings 1/27...Could This Bad Boy Double?! 🚀🚀🚀,43,0.94
2021-01-27 14:22:40,$tsla gang reporting in to assist $gme gang hold the f***ing line,58,0.92
2020-12-29 15:03:31,TSLA vs. The Market today,351,0.96
2021-01-08 13:29:41,I thought $TSLAs chart looked familiar,39,0.83
2021-01-22 00:22:29,"Stock Market News for Today | Intel [INTC], Tesla [TSLA] & Other Stock Market News [01-22]",42,0.92
2021-01-08 08:53:47,"$1,400 to $8000+ TSLA Gainz",76,0.9
2020-12-10 20:00:09,PLTR and TSLA 12/11🚀🚀🚀,181,0.93
2021-01-04 16:17:50,Stimulus check gonna make TSLA moon,235,0.96
2020-12-13 17:56:36,"Day traded TSLA calls this week, $605 to $660 strikes at various points, always sold before close. Got the free PDT reset through WeBull and got to do like 6 day-trades despite being at <25k. Turned ~6k to 15.5k and cashed out",318,0.93
2021-01-06 04:07:44,$TSLA: THE MOVIE (Pt.1),170,0.97
2021-01-10 23:56:45,0K Family & Friend Investment in TSLA to 200K+ F&F Investment in TSLA in less than 1 Week,30,0.8
2021-01-08 11:53:22,"Michael Burry compares Tesla to Enron: ""Ok ok kids...$TSLA is as an energy/tech stonk. So was ENRN.""",72,0.91
2021-01-09 12:12:26,TSLA driving orderflow to S&P futures.,44,0.89
2021-01-06 05:50:47,"Crayon Mania Weekly Addition!!!!!!!!!! GME, TSLA, AMD, CRM, GT, NIO, and PLTR or 4 thos wu kant red or write gud (3rd grade reading level and below)",75,0.95
2021-02-03 01:04:25,"Fuck TSLA, NIO, and GM -> Go for Ford 🚀🚀💎",0,0.43
2021-01-22 18:15:56,My GME/BB/PLTR/TSLA YOLOS,62,0.93
2021-01-04 13:38:40,The ultimate TSLA YOLO ($820 million in Calls),97,0.86
2021-01-11 13:40:31,Got lucky. $470 - $8700 on $TSLA.,104,0.93
2020-12-29 08:15:09,"Most undervalued stock on the market - PS5 tech supplier about to link with $TSLA, literally zero discussion on WSB",51,0.69
2020-12-30 14:50:39,How I’m feeling about my TSLA 700 calls tmr,129,0.95
2020-12-23 08:45:35,90K loss on TSLA weeklies. Where should I yolo the last 24k??😂,73,0.93
2020-11-29 10:12:31,TSLA Top?,108,0.9
2021-01-09 11:07:22,The Fellowship of TSLA Bulls. I’ll do the Balrog if you like this one.,222,0.94
2021-01-27 07:33:42,"I sold all my $TSLA for $GME. I'm all in. I did the math, and after working for 80hrs over 5 years. I want to help my parents retire. This is the American Dream to me. WE THE PEOPLE. I always wanted to buy my mom a house. So I am going to hold until I can. TO THE MOON 🚀 🌙",47,0.96
